61 Q0 CACM-2711 1  33.22217026603491 SMQ 
61 Q0 CACM-1886 75  8.404746279064316 SMQ 
61 Q0 CACM-1121 76  8.333642943582571 SMQ 
61 Q0 CACM-0275 77  8.181401360044603 SMQ 
61 Q0 CACM-0651 78  8.181401360044603 SMQ 
61 Q0 CACM-2728 79  8.141783698999198 SMQ 
61 Q0 CACM-2070 80  8.094115520778182 SMQ 
61 Q0 CACM-2623 81  7.984976398471591 SMQ 
61 Q0 CACM-0891 82  7.964213888851532 SMQ 
61 Q0 CACM-0973 83  7.922080819434826 SMQ 
61 Q0 CACM-2050 84  7.906588424804859 SMQ 
61 Q0 CACM-2716 85  7.675386852158741 SMQ 
61 Q0 CACM-2543 86  7.646154447644985 SMQ 
61 Q0 CACM-2532 87  7.640187843696086 SMQ 
61 Q0 CACM-2249 88  7.639725151431536 SMQ 
61 Q0 CACM-2547 89  7.623679020091112 SMQ 
61 Q0 CACM-3033 90  7.600699205673488 SMQ 
61 Q0 CACM-3135 91  7.558892548898527 SMQ 
61 Q0 CACM-1334 92  7.543792699274549 SMQ 
61 Q0 CACM-0292 93  7.5100187027165894 SMQ 
61 Q0 CACM-1831 94  7.5100187027165894 SMQ 
61 Q0 CACM-2846 95  7.4898578586031705 SMQ 
61 Q0 CACM-1456 96  7.47972733419738 SMQ 
61 Q0 CACM-1725 97  7.341811682638699 SMQ 
61 Q0 CACM-2389 98  7.332797628238501 SMQ 
61 Q0 CACM-2046 99  7.303037509726952 SMQ 
61 Q0 CACM-1271 100  7.284915076282274 SMQ 
