29 Q0 CACM-2644 1  13.847880091687102 SMQ 
29 Q0 CACM-2267 71  5.886537998331534 SMQ 
29 Q0 CACM-2232 72  5.872005935883033 SMQ 
29 Q0 CACM-2217 73  5.850942800912075 SMQ 
29 Q0 CACM-2283 74  5.84405314501004 SMQ 
29 Q0 CACM-3107 75  5.756773057992326 SMQ 
29 Q0 CACM-1295 76  5.739436775084235 SMQ 
29 Q0 CACM-1780 77  5.689826017247165 SMQ 
29 Q0 CACM-1717 78  5.685910046817985 SMQ 
29 Q0 CACM-2896 79  5.6800648885996035 SMQ 
29 Q0 CACM-1879 80  5.668522700427452 SMQ 
29 Q0 CACM-0537 81  5.594497282985807 SMQ 
29 Q0 CACM-2378 82  5.5868040602602385 SMQ 
29 Q0 CACM-2067 83  5.561199260688722 SMQ 
29 Q0 CACM-2794 84  5.491466809550832 SMQ 
29 Q0 CACM-1995 85  5.467527154336092 SMQ 
29 Q0 CACM-2332 86  5.467527154336092 SMQ 
29 Q0 CACM-3141 87  5.446568765659306 SMQ 
29 Q0 CACM-2544 88  5.3877156121527054 SMQ 
29 Q0 CACM-2936 89  5.335311554436942 SMQ 
29 Q0 CACM-0738 90  5.286049573048908 SMQ 
29 Q0 CACM-2521 91  5.286049573048908 SMQ 
29 Q0 CACM-2905 92  5.279975014146209 SMQ 
29 Q0 CACM-3055 93  5.274622445536975 SMQ 
29 Q0 CACM-2210 94  5.240265147699138 SMQ 
29 Q0 CACM-1159 95  5.24012663892201 SMQ 
29 Q0 CACM-0455 96  5.2322635187340385 SMQ 
29 Q0 CACM-0470 97  5.2322635187340385 SMQ 
29 Q0 CACM-0706 98  5.2322635187340385 SMQ 
29 Q0 CACM-0737 99  5.2322635187340385 SMQ 
29 Q0 CACM-0807 100  5.2322635187340385 SMQ 
