55 Q0 CACM-1665 1  27.715931794905824 SMQ 
55 Q0 CACM-2786 43  9.753801516995441 SMQ 
55 Q0 CACM-1366 44  9.707401759765832 SMQ 
55 Q0 CACM-1696 45  9.620101700097877 SMQ 
55 Q0 CACM-1309 46  9.606894908549187 SMQ 
55 Q0 CACM-3171 47  9.493967758366459 SMQ 
55 Q0 CACM-2717 48  9.413096016697184 SMQ 
55 Q0 CACM-2320 49  9.38336462411916 SMQ 
55 Q0 CACM-1264 50  9.377595636598006 SMQ 
55 Q0 CACM-0719 51  9.371034430994458 SMQ 
55 Q0 CACM-2253 52  9.341505027241972 SMQ 
55 Q0 CACM-0944 53  9.337107264648907 SMQ 
55 Q0 CACM-2931 54  9.331262411187804 SMQ 
55 Q0 CACM-2684 55  9.305799602013323 SMQ 
55 Q0 CACM-2267 56  9.281284864676996 SMQ 
55 Q0 CACM-1001 57  9.268429011009971 SMQ 
55 Q0 CACM-3040 58  9.201688640390113 SMQ 
55 Q0 CACM-2632 59  9.160414885894728 SMQ 
55 Q0 CACM-3138 60  9.124554460837444 SMQ 
55 Q0 CACM-3043 61  9.073790581872586 SMQ 
55 Q0 CACM-3064 62  9.046221974912667 SMQ 
55 Q0 CACM-1457 63  8.984939309874523 SMQ 
55 Q0 CACM-1999 64  8.874645296003969 SMQ 
55 Q0 CACM-2767 65  8.855059476128872 SMQ 
55 Q0 CACM-2998 66  8.79555922563924 SMQ 
55 Q0 CACM-2567 67  8.782637152471438 SMQ 
55 Q0 CACM-2939 68  8.782181781495556 SMQ 
55 Q0 CACM-2514 69  8.772741749680888 SMQ 
55 Q0 CACM-1162 70  8.710909539492622 SMQ 
55 Q0 CACM-3158 71  8.671401457502842 SMQ 
55 Q0 CACM-1402 72  8.630499868946353 SMQ 
55 Q0 CACM-2771 73  8.623578394691167 SMQ 
55 Q0 CACM-1818 74  8.612023911960012 SMQ 
55 Q0 CACM-1456 75  8.608814679359298 SMQ 
55 Q0 CACM-1650 76  8.597346260357494 SMQ 
55 Q0 CACM-1223 77  8.578653917279121 SMQ 
55 Q0 CACM-2710 78  8.5418461895738 SMQ 
55 Q0 CACM-1975 79  8.522114700679005 SMQ 
55 Q0 CACM-2799 80  8.502585166103103 SMQ 
55 Q0 CACM-2470 81  8.485827562537782 SMQ 
55 Q0 CACM-2265 82  8.465213874886494 SMQ 
55 Q0 CACM-2711 83  8.44725167532293 SMQ 
55 Q0 CACM-2450 84  8.445208257796747 SMQ 
55 Q0 CACM-3128 85  8.442645228964942 SMQ 
55 Q0 CACM-3113 86  8.432681783841156 SMQ 
55 Q0 CACM-1977 87  8.391592333897677 SMQ 
55 Q0 CACM-2889 88  8.35635210295563 SMQ 
55 Q0 CACM-1257 89  8.355208291574836 SMQ 
55 Q0 CACM-3030 90  8.325195994332505 SMQ 
55 Q0 CACM-2719 91  8.277213799055518 SMQ 
55 Q0 CACM-2500 92  8.265205282190465 SMQ 
55 Q0 CACM-3082 93  8.244994597492063 SMQ 
55 Q0 CACM-1523 94  8.221648352845676 SMQ 
55 Q0 CACM-0759 95  8.212411899277264 SMQ 
55 Q0 CACM-0778 96  8.197484880117642 SMQ 
55 Q0 CACM-1589 97  8.163346637940217 SMQ 
55 Q0 CACM-1747 98  8.145517155552536 SMQ 
55 Q0 CACM-3142 99  8.122952229418226 SMQ 
55 Q0 CACM-2953 100  8.122162416402016 SMQ 
