47 Q0 CACM-1699 1  32.872968959095246 SMQ 
47 Q0 CACM-1514 88  21.456922838180216 SMQ 
47 Q0 CACM-1457 89  21.455200751150596 SMQ 
47 Q0 CACM-2370 90  21.454395045038602 SMQ 
47 Q0 CACM-2372 91  21.44663294900669 SMQ 
47 Q0 CACM-2859 92  21.421871679505305 SMQ 
47 Q0 CACM-1083 93  21.419993083694155 SMQ 
47 Q0 CACM-2978 94  21.411850735425197 SMQ 
47 Q0 CACM-2650 95  21.341743650819897 SMQ 
47 Q0 CACM-1267 96  21.32250104392087 SMQ 
47 Q0 CACM-1974 97  21.248412265056476 SMQ 
47 Q0 CACM-1671 98  21.22273920569143 SMQ 
47 Q0 CACM-0440 99  21.21423808764808 SMQ 
47 Q0 CACM-1271 100  21.206080574619463 SMQ 
