27 Q0 CACM-2297 1  16.592414980621026 SMQ 
27 Q0 CACM-2378 44  8.545333538729848 SMQ 
27 Q0 CACM-2624 45  8.544459672239958 SMQ 
27 Q0 CACM-2357 46  8.505151445012675 SMQ 
27 Q0 CACM-2481 47  8.456272066870948 SMQ 
27 Q0 CACM-1267 48  8.44680704149884 SMQ 
27 Q0 CACM-1912 49  8.417350990055084 SMQ 
27 Q0 CACM-1708 50  8.264761110257297 SMQ 
27 Q0 CACM-1781 51  8.264221629780973 SMQ 
27 Q0 CACM-2852 52  8.252304391860488 SMQ 
27 Q0 CACM-2095 53  8.240175258955345 SMQ 
27 Q0 CACM-2622 54  8.237784398655373 SMQ 
27 Q0 CACM-1959 55  8.20977264412636 SMQ 
27 Q0 CACM-2582 56  8.177623587186412 SMQ 
27 Q0 CACM-1748 57  8.17042727462079 SMQ 
27 Q0 CACM-2111 58  8.15450554876983 SMQ 
27 Q0 CACM-2985 59  8.048243457158176 SMQ 
27 Q0 CACM-1698 60  8.04183871701662 SMQ 
27 Q0 CACM-1657 61  7.997829795945276 SMQ 
27 Q0 CACM-1810 62  7.974615347825597 SMQ 
27 Q0 CACM-2198 63  7.97420235092412 SMQ 
27 Q0 CACM-1462 64  7.95728154896031 SMQ 
27 Q0 CACM-2345 65  7.929346682977465 SMQ 
27 Q0 CACM-2868 66  7.928302288610609 SMQ 
27 Q0 CACM-2859 67  7.900516107201899 SMQ 
27 Q0 CACM-2577 68  7.853125762020236 SMQ 
27 Q0 CACM-2127 69  7.767938870143073 SMQ 
27 Q0 CACM-2583 70  7.734353954066541 SMQ 
27 Q0 CACM-2407 71  7.729779706303785 SMQ 
27 Q0 CACM-1456 72  7.722091195972098 SMQ 
27 Q0 CACM-2967 73  7.721687006550407 SMQ 
27 Q0 CACM-0417 74  7.666433017512745 SMQ 
27 Q0 CACM-2689 75  7.6600221296530195 SMQ 
27 Q0 CACM-3090 76  7.631960996260249 SMQ 
27 Q0 CACM-3148 77  7.625022209472828 SMQ 
27 Q0 CACM-2365 78  7.555769278575733 SMQ 
27 Q0 CACM-2681 79  7.555233323668441 SMQ 
27 Q0 CACM-2597 80  7.548572680501144 SMQ 
27 Q0 CACM-2080 81  7.529585439404562 SMQ 
27 Q0 CACM-3092 82  7.484787064158375 SMQ 
27 Q0 CACM-2317 83  7.475265594444417 SMQ 
27 Q0 CACM-2482 84  7.4729526303268266 SMQ 
27 Q0 CACM-1924 85  7.4700572493020205 SMQ 
27 Q0 CACM-1247 86  7.446365715018793 SMQ 
27 Q0 CACM-3142 87  7.444770452479645 SMQ 
27 Q0 CACM-1928 88  7.428075123746321 SMQ 
27 Q0 CACM-2500 89  7.412286488855166 SMQ 
27 Q0 CACM-1754 90  7.291127407657445 SMQ 
27 Q0 CACM-2262 91  7.28407467824429 SMQ 
27 Q0 CACM-2163 92  7.2405162401063095 SMQ 
27 Q0 CACM-2151 93  7.230801224590916 SMQ 
27 Q0 CACM-2138 94  7.195193964125032 SMQ 
27 Q0 CACM-0320 95  7.174488177169914 SMQ 
27 Q0 CACM-1083 96  7.157320497246985 SMQ 
27 Q0 CACM-2668 97  7.139065750667599 SMQ 
27 Q0 CACM-0322 98  7.127407958898763 SMQ 
27 Q0 CACM-3025 99  7.125668189312705 SMQ 
27 Q0 CACM-2106 100  7.113365820549468 SMQ 
