30 Q0 CACM-2876 1  24.66736147510263 SMQ 
30 Q0 CACM-2947 53  10.025079056013848 SMQ 
30 Q0 CACM-2738 54  9.992080820955461 SMQ 
30 Q0 CACM-2344 55  9.939652346520525 SMQ 
30 Q0 CACM-2390 56  9.912529669371926 SMQ 
30 Q0 CACM-2305 57  9.908069472059172 SMQ 
30 Q0 CACM-2631 58  9.71643371496283 SMQ 
30 Q0 CACM-2356 59  9.655745555475008 SMQ 
30 Q0 CACM-1644 60  9.625178407523341 SMQ 
30 Q0 CACM-2852 61  9.615864516689257 SMQ 
30 Q0 CACM-1739 62  9.614753073167838 SMQ 
30 Q0 CACM-2457 63  9.61295003284285 SMQ 
30 Q0 CACM-2859 64  9.567061794672854 SMQ 
30 Q0 CACM-1711 65  9.415334925349583 SMQ 
30 Q0 CACM-2802 66  9.382098698942952 SMQ 
30 Q0 CACM-2396 67  9.375107685382345 SMQ 
30 Q0 CACM-1046 68  9.359448935972491 SMQ 
30 Q0 CACM-1170 69  9.331219682908802 SMQ 
30 Q0 CACM-3065 70  9.256832254225774 SMQ 
30 Q0 CACM-2582 71  9.237309891527827 SMQ 
30 Q0 CACM-1164 72  9.209181913124363 SMQ 
30 Q0 CACM-1854 73  9.179361464640731 SMQ 
30 Q0 CACM-0987 74  9.162749071213874 SMQ 
30 Q0 CACM-1747 75  9.16102963548088 SMQ 
30 Q0 CACM-1462 76  9.07350980103858 SMQ 
30 Q0 CACM-2345 77  9.071690102043265 SMQ 
30 Q0 CACM-2985 78  9.049308894669657 SMQ 
30 Q0 CACM-3128 79  9.029368020604734 SMQ 
30 Q0 CACM-1453 80  8.999283779344657 SMQ 
30 Q0 CACM-2407 81  8.996393093585798 SMQ 
30 Q0 CACM-2375 82  8.987459229128607 SMQ 
30 Q0 CACM-3097 83  8.955540953054065 SMQ 
30 Q0 CACM-2739 84  8.821931266650086 SMQ 
30 Q0 CACM-1341 85  8.79642824860996 SMQ 
30 Q0 CACM-0435 86  8.745821919996615 SMQ 
30 Q0 CACM-1681 87  8.713932812408991 SMQ 
30 Q0 CACM-2622 88  8.704113870044504 SMQ 
30 Q0 CACM-0855 89  8.58343623747081 SMQ 
30 Q0 CACM-1256 90  8.573071738957571 SMQ 
30 Q0 CACM-2030 91  8.568635035424231 SMQ 
30 Q0 CACM-3175 92  8.56135654460661 SMQ 
30 Q0 CACM-2203 93  8.550324145589766 SMQ 
30 Q0 CACM-2152 94  8.534382414423197 SMQ 
30 Q0 CACM-2624 95  8.529256646362054 SMQ 
30 Q0 CACM-1748 96  8.519514885635443 SMQ 
30 Q0 CACM-1345 97  8.493078955651525 SMQ 
30 Q0 CACM-1856 98  8.489793106306857 SMQ 
30 Q0 CACM-2128 99  8.46331647995907 SMQ 
30 Q0 CACM-3112 100  8.438555741291545 SMQ 
