43 Q0 CACM-3046 1  32.56290451809611 SMQ 
43 Q0 CACM-1543 80  13.083131563718412 SMQ 
43 Q0 CACM-2979 81  13.0194216870739 SMQ 
43 Q0 CACM-0464 82  13.01585410806448 SMQ 
43 Q0 CACM-1515 83  12.884093734130873 SMQ 
43 Q0 CACM-0670 84  12.84793354141613 SMQ 
43 Q0 CACM-0002 85  12.84658095517195 SMQ 
43 Q0 CACM-2980 86  12.845157929296109 SMQ 
43 Q0 CACM-1808 87  12.812328638858304 SMQ 
43 Q0 CACM-1507 88  12.796352151862113 SMQ 
43 Q0 CACM-2999 89  12.794310527077563 SMQ 
43 Q0 CACM-2903 90  12.700718074117152 SMQ 
43 Q0 CACM-2289 91  12.658760238140419 SMQ 
43 Q0 CACM-2703 92  12.633284415972142 SMQ 
43 Q0 CACM-1844 93  12.587524005965548 SMQ 
43 Q0 CACM-2325 94  12.5871325024725 SMQ 
43 Q0 CACM-1003 95  12.503538880676182 SMQ 
43 Q0 CACM-1517 96  12.491159714077103 SMQ 
43 Q0 CACM-1182 97  12.479613661068662 SMQ 
43 Q0 CACM-2407 98  12.448872371399336 SMQ 
43 Q0 CACM-2682 99  12.35537508095927 SMQ 
43 Q0 CACM-2801 100  12.296948534770014 SMQ 
