29 Q0 CACM-2200 1  14.923381282636122 SMQ 
29 Q0 CACM-2507 40  8.076014206536403 SMQ 
29 Q0 CACM-0063 41  8.049821043279941 SMQ 
29 Q0 CACM-2206 42  8.039723319392914 SMQ 
29 Q0 CACM-1862 43  8.03645773916669 SMQ 
29 Q0 CACM-1679 44  8.020653654213685 SMQ 
29 Q0 CACM-2109 45  7.969015586943238 SMQ 
29 Q0 CACM-2490 46  7.954975571672867 SMQ 
29 Q0 CACM-2114 47  7.921589238556537 SMQ 
29 Q0 CACM-2095 48  7.868439771919359 SMQ 
29 Q0 CACM-1099 49  7.853393515435434 SMQ 
29 Q0 CACM-1497 50  7.831632398568823 SMQ 
29 Q0 CACM-2723 51  7.827409486805242 SMQ 
29 Q0 CACM-2561 52  7.718397270911954 SMQ 
29 Q0 CACM-1725 53  7.673879697057554 SMQ 
29 Q0 CACM-1691 54  7.640842630612252 SMQ 
29 Q0 CACM-2606 55  7.624921654643111 SMQ 
29 Q0 CACM-1924 56  7.562153076969385 SMQ 
29 Q0 CACM-2146 57  7.495837425967857 SMQ 
29 Q0 CACM-2447 58  7.485007276845076 SMQ 
29 Q0 CACM-0116 59  7.469458640588186 SMQ 
29 Q0 CACM-1386 60  7.420338030124138 SMQ 
29 Q0 CACM-1171 61  7.398256458057762 SMQ 
29 Q0 CACM-1717 62  7.365126655050371 SMQ 
29 Q0 CACM-2283 63  7.180034718908627 SMQ 
29 Q0 CACM-3027 64  7.173807057083552 SMQ 
29 Q0 CACM-2267 65  7.083169602384169 SMQ 
29 Q0 CACM-3107 66  7.042366190666419 SMQ 
29 Q0 CACM-1145 67  7.0132087684779805 SMQ 
29 Q0 CACM-2217 68  6.995493084482588 SMQ 
29 Q0 CACM-2794 69  6.973836728072173 SMQ 
29 Q0 CACM-0371 70  6.971311143953496 SMQ 
29 Q0 CACM-2726 71  6.960134783599964 SMQ 
29 Q0 CACM-2378 72  6.948618309818549 SMQ 
29 Q0 CACM-1710 73  6.930039356114802 SMQ 
29 Q0 CACM-2986 74  6.9160928331749645 SMQ 
29 Q0 CACM-0537 75  6.851868455525054 SMQ 
29 Q0 CACM-2232 76  6.762386142252279 SMQ 
29 Q0 CACM-3055 77  6.739371328720722 SMQ 
29 Q0 CACM-3079 78  6.677343806831274 SMQ 
29 Q0 CACM-1159 79  6.654826968251594 SMQ 
29 Q0 CACM-3166 80  6.602908600410761 SMQ 
29 Q0 CACM-2948 81  6.578853051348899 SMQ 
29 Q0 CACM-1879 82  6.573532873812635 SMQ 
29 Q0 CACM-2544 83  6.501014463666996 SMQ 
29 Q0 CACM-2896 84  6.473730164796627 SMQ 
29 Q0 CACM-2210 85  6.449353978671358 SMQ 
29 Q0 CACM-3133 86  6.448260755417337 SMQ 
29 Q0 CACM-2111 87  6.335270673737532 SMQ 
29 Q0 CACM-1504 88  6.328228774900506 SMQ 
29 Q0 CACM-2860 89  6.322896654215906 SMQ 
29 Q0 CACM-1184 90  6.312517581913671 SMQ 
29 Q0 CACM-2306 91  6.30349438274982 SMQ 
29 Q0 CACM-1094 92  6.252422509940178 SMQ 
29 Q0 CACM-2252 93  6.23981006394315 SMQ 
29 Q0 CACM-1495 94  6.222387951559623 SMQ 
29 Q0 CACM-2825 95  6.184409704216294 SMQ 
29 Q0 CACM-2185 96  6.12146761058564 SMQ 
29 Q0 CACM-1511 97  6.117416260247252 SMQ 
29 Q0 CACM-2341 98  6.111112660699051 SMQ 
29 Q0 CACM-2764 99  6.101932087027787 SMQ 
29 Q0 CACM-3141 100  6.097386153776518 SMQ 
