13 Q0 CACM-1947 1  12.900075144154727 SMQ 
13 Q0 CACM-0164 86  5.464395794131282 SMQ 
13 Q0 CACM-2262 87  5.421318761113351 SMQ 
13 Q0 CACM-0794 88  5.398269950918577 SMQ 
13 Q0 CACM-1226 89  5.391930757325904 SMQ 
13 Q0 CACM-1670 90  5.356476055783688 SMQ 
13 Q0 CACM-2499 91  5.352534089785868 SMQ 
13 Q0 CACM-1231 92  5.337181404602213 SMQ 
13 Q0 CACM-0124 93  5.334630267907288 SMQ 
13 Q0 CACM-0117 94  5.331469204151767 SMQ 
13 Q0 CACM-1331 95  5.315807061088269 SMQ 
13 Q0 CACM-1071 96  5.31442053263962 SMQ 
13 Q0 CACM-3040 97  5.314086184808021 SMQ 
13 Q0 CACM-2251 98  5.298020757779338 SMQ 
13 Q0 CACM-1066 99  5.277561338276952 SMQ 
13 Q0 CACM-2569 100  5.26515403625578 SMQ 
