6 Q0 CACM-0695 1  28.662133178380373 SMQ 
6 Q0 CACM-2187 49  15.22138288173904 SMQ 
6 Q0 CACM-0321 50  15.212641597514779 SMQ 
6 Q0 CACM-3154 51  15.205914746383188 SMQ 
6 Q0 CACM-2887 52  15.122310382132675 SMQ 
6 Q0 CACM-1199 53  15.005239913154671 SMQ 
6 Q0 CACM-2834 54  14.982702283447212 SMQ 
6 Q0 CACM-2582 55  14.980478382843103 SMQ 
6 Q0 CACM-1325 56  14.948956325116415 SMQ 
6 Q0 CACM-1184 57  14.833464972449558 SMQ 
6 Q0 CACM-1404 58  14.800528268392144 SMQ 
6 Q0 CACM-0854 59  14.7199172941915 SMQ 
6 Q0 CACM-1458 60  14.668803181791628 SMQ 
6 Q0 CACM-3008 61  14.654881955569106 SMQ 
6 Q0 CACM-2667 62  14.647832519237582 SMQ 
6 Q0 CACM-1978 63  14.58696805515404 SMQ 
6 Q0 CACM-1748 64  14.53099250368072 SMQ 
6 Q0 CACM-1443 65  14.52153375922911 SMQ 
6 Q0 CACM-1379 66  14.50287074550507 SMQ 
6 Q0 CACM-2900 67  14.49575755673649 SMQ 
6 Q0 CACM-3125 68  14.495421029014016 SMQ 
6 Q0 CACM-0281 69  14.423545836398686 SMQ 
6 Q0 CACM-1148 70  14.362404273691425 SMQ 
6 Q0 CACM-2886 71  14.226114796032162 SMQ 
6 Q0 CACM-2519 72  14.225947216768745 SMQ 
6 Q0 CACM-2092 73  14.178052212587236 SMQ 
6 Q0 CACM-1366 74  14.158667887522956 SMQ 
6 Q0 CACM-1413 75  14.095022276862862 SMQ 
6 Q0 CACM-1877 76  14.08768631449522 SMQ 
6 Q0 CACM-1433 77  14.046463324583769 SMQ 
6 Q0 CACM-2712 78  14.001241995332114 SMQ 
6 Q0 CACM-1362 79  13.981967973796982 SMQ 
6 Q0 CACM-3150 80  13.967472660532598 SMQ 
6 Q0 CACM-2707 81  13.948522144149273 SMQ 
6 Q0 CACM-2893 82  13.928175129586435 SMQ 
6 Q0 CACM-2314 83  13.900774309894876 SMQ 
6 Q0 CACM-1727 84  13.895130198314881 SMQ 
6 Q0 CACM-3000 85  13.880963326244242 SMQ 
6 Q0 CACM-1083 86  13.869612102393809 SMQ 
6 Q0 CACM-0248 87  13.866567794636468 SMQ 
6 Q0 CACM-2918 88  13.864298514980696 SMQ 
6 Q0 CACM-1783 89  13.860247194800646 SMQ 
6 Q0 CACM-2383 90  13.813910546658823 SMQ 
6 Q0 CACM-1001 91  13.782330533010379 SMQ 
6 Q0 CACM-0397 92  13.77030336654991 SMQ 
6 Q0 CACM-0320 93  13.764067098506299 SMQ 
6 Q0 CACM-2166 94  13.753351385012644 SMQ 
6 Q0 CACM-2753 95  13.732648068051537 SMQ 
6 Q0 CACM-2496 96  13.729741406905225 SMQ 
6 Q0 CACM-1456 97  13.676258311023084 SMQ 
6 Q0 CACM-3086 98  13.613961953509778 SMQ 
6 Q0 CACM-2297 99  13.592434609493163 SMQ 
6 Q0 CACM-2406 100  13.559969287965876 SMQ 
