44 Q0 CACM-2523 1  34.96835112792863 SMQ 
44 Q0 CACM-2683 77  8.578194107792253 SMQ 
44 Q0 CACM-2739 78  8.57285732444601 SMQ 
44 Q0 CACM-0721 79  8.568710799314237 SMQ 
44 Q0 CACM-3194 80  8.515777845397448 SMQ 
44 Q0 CACM-0284 81  8.489364214957194 SMQ 
44 Q0 CACM-0726 82  8.47678149419205 SMQ 
44 Q0 CACM-0238 83  8.468403421298994 SMQ 
44 Q0 CACM-2634 84  8.454789643057794 SMQ 
44 Q0 CACM-2937 85  8.443588554091221 SMQ 
44 Q0 CACM-2701 86  8.419433395476556 SMQ 
44 Q0 CACM-2645 87  8.403446354902796 SMQ 
44 Q0 CACM-3069 88  8.389728395104036 SMQ 
44 Q0 CACM-2837 89  8.351830225306289 SMQ 
44 Q0 CACM-0329 90  8.347242754741048 SMQ 
44 Q0 CACM-2923 91  8.337780678855756 SMQ 
44 Q0 CACM-3022 92  8.291190058479312 SMQ 
44 Q0 CACM-1515 93  8.241383421208635 SMQ 
44 Q0 CACM-1366 94  8.240376600609341 SMQ 
44 Q0 CACM-2831 95  8.174220146004929 SMQ 
44 Q0 CACM-1271 96  8.135025428706411 SMQ 
44 Q0 CACM-1424 97  8.128601893299459 SMQ 
44 Q0 CACM-1885 98  8.127394273964512 SMQ 
44 Q0 CACM-1307 99  8.120074534301645 SMQ 
44 Q0 CACM-0825 100  8.047497501290696 SMQ 
