22 Q0 CACM-2845 1  22.358675430937367 SMQ 
22 Q0 CACM-0144 80  14.560166279443301 SMQ 
22 Q0 CACM-0492 81  14.503373052184962 SMQ 
22 Q0 CACM-1659 82  14.496599450689994 SMQ 
22 Q0 CACM-2873 83  14.492949946496417 SMQ 
22 Q0 CACM-0078 84  14.448491689035766 SMQ 
22 Q0 CACM-1771 85  14.409132998776109 SMQ 
22 Q0 CACM-2988 86  14.385528839723627 SMQ 
22 Q0 CACM-1398 87  14.385476399722137 SMQ 
22 Q0 CACM-2453 88  14.384631200763689 SMQ 
22 Q0 CACM-2657 89  14.377730540130182 SMQ 
22 Q0 CACM-2522 90  14.366972269976785 SMQ 
22 Q0 CACM-1294 91  14.356342598480802 SMQ 
22 Q0 CACM-2932 92  14.33866734341949 SMQ 
22 Q0 CACM-2031 93  14.304488350319533 SMQ 
22 Q0 CACM-2310 94  14.285968723917266 SMQ 
22 Q0 CACM-1122 95  14.270134451959395 SMQ 
22 Q0 CACM-2389 96  14.22800508792823 SMQ 
22 Q0 CACM-1698 97  14.190987348097176 SMQ 
22 Q0 CACM-2400 98  14.174913516800004 SMQ 
22 Q0 CACM-2572 99  14.166603055061445 SMQ 
22 Q0 CACM-2147 100  14.14375628664131 SMQ 
